"","X","labnr","bp","std","site","lat","lng","db_source"
"41609",46205,"Gif-5474",4650,110,"abri de Gigot",47.2167,6.63333,"Martinez-Grau et al."
"41610",46206,"Gif-5475",4180,110,"abri de Gigot",47.2167,6.63333,"Martinez-Grau et al."
"41669",46372,"CRG-362",4330,90,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41670",46373,"CRG-383",4095,100,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41671",46374,"GRB-2297",3660,110,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41672",46375,"CRG-486",4557,79,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41673",46377,"CRG-360",4213,73,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41674",46378,"CRG-364",4180,75,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41675",46379,"CRG-365",4150,80,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41676",46380,"CRG-379",4140,70,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41677",46381,"CRG-484",4110,60,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41678",46382,"CRG-361",3841,78,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41679",46383,"CRG-363",4300,75,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41684",46390,"Ly-1151",5520,150,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41685",46391,"Gif-2298",4740,110,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41686",46392,"Ly-1152",4650,130,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41687",46393,"Ly-1153",4430,150,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41688",46394,"CRG-620",4685,65,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41689",46395,"CRG-621",4720,70,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41690",46397,"Lyon-384",4640,270,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41691",46400,"Ly-1155",4340,150,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41692",46401,"Gif-6335",4700,60,"Station",47.166667,7.98333,"Martinez-Grau et al."
"41693",46413,"ETH-28996",4370,50,"Steinhausen",47.2,8.483333,"Martinez-Grau et al."
"41694",46414,"ETH-28997",4290,50,"Steinhausen",47.2,8.483333,"Martinez-Grau et al."
"41695",46415,"ETH-28998",4145,50,"Steinhausen",47.2,8.483333,"Martinez-Grau et al."
"41743",46555,"ARC-462",5625,65,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41744",46561,"UtC-13900",5560,65,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41745",46580,"POZ-27159",5630,65,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41746",46590,"ETH-19816",4665,60,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41747",46591,"ETH-21387",4420,60,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41748",46592,"ETH-21388",4415,60,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41749",46602,"ETH-19416",4065,60,"Treytel-à Sugiez",46.933333,6.816667,"Martinez-Grau et al."
"41796",46714,"UCLA--1691B",4500,65,"Vorderfeld",47.266667,8.633333,"Martinez-Grau et al."
