,ID_site,ID_external,state,federal_state,community,cadastral_section,site_type_1,site_type_2,dat_type,chrono_very_rough,chrono_rough,chrono_complex,LV03_Hochwert_fuzzy,LV03_Rechtswert_fuzzy
215,150,,CH,Vaud,Bex,Dans les Alluvions,burial place,grave single,typological,bronze age,EBA,BzA2,122811,567761
216,151,20/300.3 \,CH,Vaud,Bex,Roc de la Brame,depot,depot (>1),typological,bronze age,LBA,BzD|HaA,123388,568509
217,152,,CH,Solothurn,Biberist,Nahe der Emme,single find,single find,typological,bronze age,LBA,BzD,226449,610147
218,153,,CH,Bern,Biel,Feldschlössliareal,settlement,settlement lakeshore,dendro & 14-C,neolithic,UN,Cortaillod,220359,585526
219,154,049.036. \ 14385,CH,Bern,Biel,Gurzele,single find,stray findings (>1),typological,bronze age,,,222107,587285
220,155,049.130. \ 13222,CH,Bern,Biel,Salzhausstrasse,settlement,settlement lakeshore,typological,neolithic,,,220190,585287
221,156,,CH,Bern,Biel,Lac,single find,single find,typological,bronze age,EBA,BzA2,220925,585497
222,157,049.000. \ 13171,CH,Bern,Biel,Berghaus,single find,single find,typological,bronze age,MBA,,222737,586031
223,158,,CH,Bern,Biel,Büttenberg,single find,single find,typological,bronze age,LBA,BzD|HaA,223747,592010
224,159,049.110. \ 13169,CH,Bern,Biel-Vingelz,Hafen,settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,220536,584517
225,159,049.110. \ 13169,CH,Bern,Biel-Vingelz,Hafen,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,220290,583941
226,159,049.110. \ 13169,CH,Bern,Biel-Vingelz,Hafen,settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,220771,584106
227,160,049.120. \ 13170,CH,Bern,Biel-Vingelz,Insel,settlement,settlement lakeshore,dendro,bronze age,LBA,HaB,220815,583172
228,161,20/300.5 \,CH,Vaud,Bière,undef.,single find,single find,typological,neolithic,,,154738,515372
229,162,20/300.8 \,CH,Vaud,Bière,Covatannaz (?),single find,single find,typological,bronze age,,,155490,515398
230,163,20/300.3 \,CH,Vaud,Bière,undef.,single find,single find,typological,bronze age,LBA,BzD,155401,516043
231,164,20/300.9 \,CH,Vaud,Bière,La Taillaz des Huguets,single find,single find,typological,bronze age,LBA,HaB,154742,517744
232,165,,CH,Fribourg,Bionnens,undef.,single find,single find,typological,bronze age,MBA,,166218,556121
233,168,,CH,Fribourg,Bösingen,Im Moos,burial place,grave single,typological,bronze age,LBA,BzD,193650,585262
234,169,,CH,Vaud,Boffelens,Bois de Tranchecuisse,burial place,barrow single,typological,bronze age,,,174738,528357
235,170,17/4 \,CH,Solothurn,Bolken,Inkwilersee/Südstation,settlement,settlement lakeshore,typological,neolithic,,,227713,617245
236,170,17/4 \,CH,Solothurn,Bolken,Inkwilersee/Südstation,settlement,settlement lakeshore,dendro,bronze age,LBA,HaB,227995,617183
237,171,17/1 \,CH,Solothurn,Bolken,Inkwilersee Insel,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,228257,617965
238,171,17/1 \,CH,Solothurn,Bolken,Inkwilersee Insel,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,228401,617115
239,171,17/1 \,CH,Solothurn,Bolken,Inkwilersee Insel,settlement,settlement lakeshore,typological,bronze age,LBA,HaB,228494,617346
240,172,347.000. \ 12453,CH,Bern,Boltingen,Alp Laubegg,single find,single find,typological,bronze age,MBA,,160013,595539
241,174,107/313.0 \,CH,Vaud,Bonvillars,Grandes-Fully,settlement,settlement mineral soil,typological,bronze age,LBA,HaA|B,187735,542941
242,175,107/304.0 \,CH,Vaud,Bonvillars,Morbey,settlement,settlement lakeshore,typological,neolithic,,,186927,543464
243,175,107/304.0 \,CH,Vaud,Bonvillars,Morbey,settlement,settlement lakeshore,typological,bronze age,LBA,HaA|B,186805,543123
244,176,107/309.0 \,CH,Vaud,Bonvillars,Sur Pra Novy (Les Oux II),settlement,settlement mineral soil,14-C,bronze age,LBA,,187441,542548
245,177,107/301.0 \,CH,Vaud,Bonvillars,La Cour,ritual place,menhir single,NA,prehistoric,,,188059,542000
246,178,107/310.0 \,CH,Vaud,Bonvillars,Les Oux III,settlement,settlement mineral soil,typological,bronze age,,,188005,542267
247,179,,CH,Fribourg,Bösingen,Fendringenstrasse,burial place,grave group (>1<10),typological,bronze age,LBA,HaA|B,193849,584506
248,180,164(A)20,CH,Aargau,Boswil,Eibolde,settlement,settlement mineral soil,typological,bronze age,EBA,BzA2,238972,667103
249,180,164(A)20,CH,Aargau,Boswil,Eibolde,settlement,settlement mineral soil,14-C,bronze age,LBA,HaB,238236,667323
250,181,164(A)21,CH,Aargau,Boswil,Zelglistrasse,settlement,settlement mineral soil,typological,bronze age,LBA,,240067,667325
251,183,,CH,Neuchâtel,Boudry,Chézard,settlement,settlement mineral soil,14-C,neolithic,LN,Luescherz,201512,556347
252,183,,CH,Neuchâtel,Boudry,Chézard,settlement,settlement mineral soil,typological,bronze age,,,201459,556634
253,184,,CH,Neuchâtel,Boudry,undef.,burial place,stone cist single,typological,bronze age,EBA,BzA2,201170,554473
254,185,,CH,Neuchâtel,Boudry,Grotte du Four,settlement,settlement abri/cave,typological,bronze age,,,201820,554315
255,186,67(A)7,CH,Aargau,Bözen,Gässli,settlement,settlement mineral soil,typological,bronze age,LBA,,261223,648919
256,186,67(A)7,CH,Aargau,Bözen,Gässli,settlement,settlement mineral soil,typological,bronze age,MBA,BzC,261194,649200
257,190,195.000. \ 10894,CH,Bern,Brienz,Kühmad,single find,single find,typological,bronze age,EBA,BzA2,173636,646432
258,191,195.000. \ 14098,CH,Bern,Brienz,Rothorn,single find,single find,typological,prehistoric,,,182100,646565
259,198,,CH,Fribourg,Broc,Bataille,single find,single find,typological,bronze age,MBA,,161978,575862
260,199,,CH,Fribourg,Broc,Villa Cailler T. 1/2,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,161789,574171
261,200,,CH,Aargau,Brugg,Kabelwerke,settlement,settlement mineral soil,typological,bronze age,LBA,,259240,658310
262,201,,CH,Bern,Brügg,undef.,single find,single find,typological,bronze age,LBA,BzD,219820,588655
263,202,,CH,Bern,Brügg,Altes Zihlbett,single find,stray findings (>1),typological,bronze age,,,219959,588160
264,203,,CH,Bern,Brügg,Nidau Büren Kanal,single find,single find,typological,bronze age,MBA,BzB,219967,588068
265,204,,CH,Aargau,Brunegg,Schloss Brunegg,settlement,settlement mineral soil,typological,bronze age,,,253059,658983
266,205,156/299.1 \,CH,Vaud,Buchillon,Gravière 1891,burial place,grave single,typological,bronze age,EBA,BzA2,148152,522554
267,206,,CH,Bern,Büetigen,Burghubel,single find,single find,typological,bronze age,MBA,BzC,216635,593019
268,209,,CH,Fribourg,Bulle,Condémine,burial place,barrow single,typological,bronze age,LBA,BzD,164314,571801
269,209,,CH,Fribourg,Bulle,Condémine,burial place,barrow single,typological,bronze age,LBA,HaB,164306,571723
270,210,,CH,Fribourg,Bulle,La Pâla,settlement,settlement mineral soil,typological,bronze age,,,163179,570609
271,210,,CH,Fribourg,Bulle,La Pâla,settlement,settlement mineral soil,14-C,neolithic,UN,,163368,570427
272,211,,CH,Fribourg,Bulle,La Prila 2,settlement,settlement mineral soil,typological,bronze age,,,164659,570780
273,211,,CH,Fribourg,Bulle,La Prila 2,settlement,settlement mineral soil,14-C,bronze age,EBA,BzA2,165056,570141
274,212,,CH,Fribourg,Bulle,Planchy d'Avau,settlement,settlement mineral soil,typological,bronze age,LBA,HaB,164037,570605
275,212,,CH,Fribourg,Bulle,Planchy d'Avau,settlement,settlement mineral soil,14-C,bronze age,EBA,BzA2,164673,570315
276,213,,CH,Fribourg,Bulle,Les Mosseires,settlement,settlement mineral soil,typological,bronze age,MBA,,164602,570633
277,214,2125,CH,Fribourg,Bulle,Route de Riaz,burial place,grave single,typological,bronze age,LBA,,164259,571575
278,215,,CH,Fribourg,Bulle,Le Terraillet,burial place,grave group (>1<10),14-C,bronze age,,,164892,571620
279,216,,CH,Fribourg,Bulle,Sous Vignès,single find,single find,typological,bronze age,MBA,BzB,164209,572174
280,217,,CH,Fribourg,Bulle,La Tour-de-Trême,burial place,grave group (>1<10),typological,bronze age,EBA,,162083,571360
281,218,053.000. \ 10112,CH,Bern,Büren an der Aare,Aare,single find,single find,typological,bronze age,LBA,BzD,222414,596736
282,219,053.003. \ 10142,CH,Bern,Büren an der Aare,Oberbüren; Chilchmatt,settlement,settlement mineral soil,typological,bronze age,LBA,HaA,220873,596186
283,220,329/300.2 \,CH,Vaud,Burtigny,Les Tattettes,single find,single find,typological,neolithic,,,147509,511074
284,221,329/299.1 \,CH,Vaud,Burtigny,undef.,settlement,production place,typological,bronze age,,,147477,510266
285,222,,CH,Fribourg,Bussy,Champ au Dou 3 et 4,settlement,settlement mineral soil,typological,bronze age,LBA,HaA|B,188073,558451
286,223,,CH,Fribourg,Bussy,Le Ferrage 1,single find,stray findings (>1),typological,bronze age,LBA,HaA|B,187245,558172
287,224,,CH,Fribourg,Bussy,Les Bouracles 2,settlement,settlement mineral soil,typological,bronze age,LBA,HaA|B,187292,560148
288,225,,CH,Fribourg,Bussy,Les Bouracles et Praz Natey,settlement,settlement mineral soil,typological,bronze age,EBA,,186921,559965
289,225,,CH,Fribourg,Bussy,Les Bouracles et Praz Natey,settlement,settlement mineral soil,14-C,neolithic,LN,Lattrigen,186763,560234
290,225,,CH,Fribourg,Bussy,Les Bouracles et Praz Natey,settlement,settlement mineral soil,typological,neolithic,EN,GBK,186788,559425
291,225,,CH,Fribourg,Bussy,Les Bouracles et Praz Natey,settlement,settlement mineral soil,14-C,neolithic,UN,Cortaillod,187272,560019
292,225,,CH,Fribourg,Bussy,Les Bouracles et Praz Natey,settlement,settlement mineral soil,14-C,neolithic,UN,Cortaillod,187200,559686
293,226,,CH,Fribourg,Bussy,Prés de Fond,settlement,settlement mineral soil,typological,bronze age,LBA,HaA|B,186777,559605
294,226,,CH,Fribourg,Bussy,Prés de Fond,settlement,settlement mineral soil,typological,bronze age,MBA,,186867,559466
295,226,,CH,Fribourg,Bussy,Prés de Fond,settlement,settlement mineral soil,14-C,neolithic,,,187021,559636
296,227,,CH,Genève,Céligny,undef.,single find,single find,typological,bronze age,LBA,BzD|HaA,134078,503245
297,228,,CH,Fribourg,Châbles,La Combaz,settlement,settlement mineral soil,typological,bronze age,,,185856,552985
298,228,,CH,Fribourg,Châbles,La Combaz,settlement,settlement mineral soil,typological,neolithic,EN,,186505,553730
299,228,,CH,Fribourg,Châbles,La Combaz,settlement,settlement mineral soil,14-C,neolithic,UN,Cortaillod,186101,553050
300,229,,CH,Fribourg,Châbles,Le Péchau,settlement,settlement mineral soil,14-C,neolithic,LN,Lattrigen,186243,553581
301,229,,CH,Fribourg,Châbles,Le Péchau,settlement,settlement mineral soil,14-C,bronze age,,,186184,553485
302,229,,CH,Fribourg,Châbles,Le Péchau,settlement,settlement mineral soil,typological,bronze age,EBA,,186849,553707
303,230,2005,CH,Fribourg,Châbles,Les Biolleyres (Nekropole),burial place,grave cemetery (>10),14-C,bronze age,MBA,,185725,552659
304,230,2005,CH,Fribourg,Châbles,Les Biolleyres (Nekropole),burial place,grave cemetery (>10),typological,bronze age,LBA,HaB,185496,553241
305,231,2005,CH,Fribourg,Châbles,Les Biolleyres 1 et 2,settlement,settlement mineral soil,14-C,neolithic,UN,Cortaillod,186146,553283
306,231,2005,CH,Fribourg,Châbles,Les Biolleyres 1 et 2,settlement,settlement mineral soil,14-C,neolithic,LN,,185411,553253
307,231,2005,CH,Fribourg,Châbles,Les Biolleyres 1 et 2,settlement,settlement mineral soil,typological,neolithic,EN,,185346,552766
308,232,,CH,Fribourg,Châbles,Les Granges 1 und 2,settlement,settlement mineral soil,typological,bronze age,,,185956,553188
309,232,,CH,Fribourg,Châbles,Les Granges 1 und 2,settlement,settlement mineral soil,typological,bronze age,,,186321,553276
310,233,,CH,Fribourg,Châbles,Les Saux,settlement,settlement mineral soil,typological,bronze age,,,185680,552881
311,233,,CH,Fribourg,Châbles,Les Saux,settlement,settlement mineral soil,typological,neolithic,,,185609,553102
312,234,,CH,Vaud,Chabrey,Lac de Neuchâtel,single find,single find,dendro,bronze age,LBA,HaB,199015,565359
313,235,,CH,Vaud,Chabrey,Pointe de Montbec I,settlement,settlement lakeshore,typological,bronze age,LBA,HaA|B,199213,564894
314,235,,CH,Vaud,Chabrey,Pointe de Montbec I,settlement,settlement lakeshore,typological,neolithic,,,198407,564697
315,236,,CH,Vaud,Chabrey,Pointe de Montbec II,settlement,settlement lakeshore,typological,neolithic,EN,,199770,565722
316,237,35/300.2 \,CH,Vaud,Chabrey,undef.,single find,single find,typological,bronze age,,,199106,564837
317,239,109/307.0 \,CH,Vaud,Champagne,La Flusselle 1,settlement,settlement mineral soil,typological,bronze age,,,187343,541555
318,241,340/300.1 \,CH,Vaud,Chardonne,undef.,single find,single find STONE AXE,typological,neolithic,,,148086,554476
319,242,340/303.0 \,CH,Vaud,Chardonne,Le Signal,burial place,stone cist cemetery (>10),typological,bronze age,,,148708,551416
320,243,,CH,Fribourg,Charmey,Les Arolles,settlement,settlement abri/cave,14-C,bronze age,,,156910,583231
321,244,,CH,Fribourg,Charmey,Petit Mont Points 2 et 2A,settlement,settlement abri/cave,14-C,bronze age,LBA,HaB,157141,584149
322,245,323/300.5 \,CH,Vaud,Château-d'Oex,Flendru: aux Combes; Sous le Scex,single find,single find,typological,neolithic,,,148716,580325
323,246,323/300.1 \,CH,Vaud,Château-d'Oex,La Lecherette; au Luison,single find,single find,typological,bronze age,,,141564,575054
324,247,323/300.2 \,CH,Vaud,Château-d'Oex,Le Mont,single find,stray findings (>1),typological,bronze age,LBA,BzD|HaA,148098,578254
325,248,,CH,Fribourg,Châtel-St-Denis,Le Bugnon,settlement,settlement mineral soil,typological,bronze age,,,152876,559085
326,250,356/301.1; 356/301.2 \,CH,Vaud,Chavannes-le-Chêne,Vallon des Vaux (Siedlung),settlement,settlement abri/cave,14-C,neolithic,UN,Cortaillod,181537,549066
327,251,356/300.1 \,CH,Vaud,Chavannes-le-Chêne,undef.,single find,single find,typological,prehistoric,,,181251,550480
328,252,160/300.2 \,CH,Vaud,Chavannes-près-Renens,Propriété Contini; dans le Village,single find,single find,typological,bronze age,LBA,BzD|HaA,153813,534082
329,254,358/321.0 \,CH,Vaud,Cheseaux-Noréaz,Châble-Perron I,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,183799,544322
330,254,358/321.0 \,CH,Vaud,Cheseaux-Noréaz,Châble-Perron I,settlement,settlement lakeshore,typological,neolithic,EN,,183600,544506
331,255,358/322.0 \,CH,Vaud,Cheseaux-Noréaz,Châble-Perron II,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,183150,543472
332,255,358/322.0 \,CH,Vaud,Cheseaux-Noréaz,Châble-Perron II,settlement,settlement lakeshore,typological,neolithic,EN,AC/SK,183749,543719
333,255,358/322.0 \,CH,Vaud,Cheseaux-Noréaz,Châble-Perron II,settlement,settlement lakeshore,typological,bronze age,EBA,,183179,543431
334,256,358/301.0 \,CH,Vaud,Cheseaux-Noréaz,Champittet I,settlement,settlement lakeshore,typological,bronze age,LBA,,182265,541416
335,257,358/301.0 \,CH,Vaud,Cheseaux-Noréaz,Champittet II,settlement,settlement lakeshore,typological,neolithic,EN,,182370,541727
336,258,358/301.0 \,CH,Vaud,Cheseaux-Noréaz,Champittet III,settlement,settlement lakeshore,typological,bronze age,LBA,,182217,541712
337,259,358/301.0 \,CH,Vaud,Cheseaux-Noréaz,Champittet IV,settlement,settlement lakeshore,typological,neolithic,,,182668,541570
338,260,358/323.0 \,CH,Vaud,Cheseaux-Noréaz,Châble-Perron III,settlement,settlement lakeshore,typological,neolithic,,,183885,543857
339,261,358/300.2 \,CH,Vaud,Cheseaux-Noréaz,undef.,depot,depot (>1),typological,bronze age,,,181809,541858
340,262,128/300.4 \,CH,Vaud,Cheseaux-sur-Lausanne,undef.,single find,single find STONE AXE,typological,neolithic,EN,,160331,536851
341,263,128/300.2 \,CH,Vaud,Cheseaux-sur-Lausanne,La Prairie,single find,single find,typological,bronze age,LBA,,160205,536619
342,268,305/308.0 \,CH,Vaud,Chevroux,5e chemin (Station VIII),settlement,settlement lakeshore,typological,bronze age,LBA,HaA|B,194337,560911
343,269,305/306.0 \,CH,Vaud,Chevroux,Bout-de-la-Gouille (Station VI),settlement,settlement lakeshore,typological,bronze age,LBA,,194309,560050
344,270,305/304.0 \,CH,Vaud,Chevroux,Chevroux 11 (Station XI),settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,194526,559636
345,270,305/304.0 \,CH,Vaud,Chevroux,Chevroux 11 (Station XI),settlement,settlement lakeshore,dendro,neolithic,LN,Lattrigen,193837,559771
346,271,305/302.0 \,CH,Vaud,Chevroux,Chevroux 2 (Station II),settlement,settlement lakeshore,typological,neolithic,,,193763,559322
347,272,305/304.0 \,CH,Vaud,Chevroux,Chevroux 5 (Station V),settlement,settlement lakeshore,typological,bronze age,LBA,,194520,559728
348,273,305/310.0 \,CH,Vaud,Chevroux,Chevroux 9 (Station IX),settlement,settlement lakeshore,typological,bronze age,LBA,,195157,560477
349,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,194567,559433
350,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,,,193884,559459
351,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,194280,559157
352,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,LN,Luescherz,193885,559827
353,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,194193,559242
354,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,194126,559826
355,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,194173,559358
356,274,305/304.0 \,CH,Vaud,Chevroux,Denévaraz-en-deçà (Station IV),settlement,settlement lakeshore,dendro,neolithic,EN,AC/SK,193738,559271
357,275,305/305.0 \,CH,Vaud,Chevroux,Denévaraz-en-delà (Station XII),settlement,settlement lakeshore,typological,neolithic,,,193887,560086
358,276,305/301.0 \,CH,Vaud,Chevroux,La Bessime (Station I),settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,193758,559230
359,276,305/301.0 \,CH,Vaud,Chevroux,La Bessime (Station I),settlement,settlement lakeshore,typological,bronze age,LBA,,193285,559090
360,277,305/302.0 \,CH,Vaud,Chevroux,La Petite-Ile (Station III),settlement,settlement lakeshore,typological,neolithic,,,193803,559757
361,278,305/307.0 \,CH,Vaud,Chevroux,Le Châtelard (Station VII),settlement,settlement lakeshore,typological,bronze age,LBA,,194744,560260
362,279,305/303.0 \,CH,Vaud,Chevroux,Chevroux 3,settlement,settlement lakeshore,typological,neolithic,,,193640,558944
363,280,305/300.9 \,CH,Vaud,Chevroux,undef.,single find,single find,typological,bronze age,LBA,HaB,194295,559338
364,281,305/311.0 \,CH,Vaud,Chevroux,Ostende (Chevroux n° 10),settlement,settlement lakeshore,typological,bronze age,LBA,,194895,561826
365,282,142/300.1 \,CH,Vaud,Chexbres,Au Darze,single find,single find STONE AXE,typological,neolithic,,,148953,550512
366,283,142/300.3 \,CH,Vaud,Chexbres,undef.,single find,single find,typological,bronze age,LBA,,149075,549707
367,284,,CH,Fribourg,Cheyres,En Crevel,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,185143,550249
368,285,,CH,Fribourg,Cheyres,Pointe de la Rosière,settlement,settlement lakeshore,typological,bronze age,,,186000,550998
369,285,,CH,Fribourg,Cheyres,Pointe de la Rosière,settlement,settlement lakeshore,typological,neolithic,,,186258,550857
370,286,,CH,Neuchâtel,Chézard-Saint-Martin,Mont d'Amin,single find,single find,typological,bronze age,LBA,BzD,215437,559832
371,287,,CH,Vaud,Clarens,Travel-sur-Clarens,burial place,stone cist group (>1<10),typological,neolithic,,,144209,558707
372,288,,CH,Neuchâtel,Coffrane,Les Favargettes,burial place,barrow single,typological,bronze age,MBA,BzC,208182,558182
