,ID_site,ID_external,state,federal_state,community,cadastral_section,site_type_1,site_type_2,dat_type,chrono_very_rough,chrono_rough,chrono_complex,LV03_Hochwert_fuzzy,LV03_Rechtswert_fuzzy
2499,2228,100/1 \,CH,Solothurn,Obergösgen,Schachenwald; Burg,single find,stray findings (>1),typological,neolithic,,,246885,640137
2500,2229,100/5 \,CH,Solothurn,Obergösgen,Stöckenfeld,single find,stray findings (>1),typological,neolithic,EN,,247105,640154
2501,2230,101/1 \,CH,Solothurn,Oberramsern,Hen(l)ishaus; beim,single find,single find STONE AXE,typological,neolithic,,,218301,602295
2502,2231,103/2 \,CH,Solothurn,Oensingen,Breitfeld,single find,single find,typological,bronze age,EBA,,237531,623250
2503,2232,103/4 \,CH,Solothurn,Oensingen,Butten,single find,single find STONE AXE,typological,neolithic,,,238543,621949
2504,2234,103/5 \,CH,Solothurn,Oensingen,Dünnernbrücke; bei der neuen,settlement,settlement mineral soil,typological,neolithic,,,237702,622876
2505,2235,103/3 \,CH,Solothurn,Oensingen,Fehlmatt,single find,single find,typological,neolithic,,,237687,622833
2506,2237,103/15 \,CH,Solothurn,Oensingen,Lehnflue,single find,stray findings (>1),typological,bronze age,LBA,HaB,238532,620698
2507,2237,103/15 \,CH,Solothurn,Oensingen,Lehnflue,single find,stray findings (>1),typological,bronze age,LBA,HaA|B,237693,620686
2508,2237,103/15 \,CH,Solothurn,Oensingen,Lehnflue,single find,stray findings (>1),typological,bronze age,,,237867,620605
2509,2237,103/15 \,CH,Solothurn,Oensingen,Lehnflue,single find,stray findings (>1),typological,neolithic,,,238447,620334
2510,2238,103/18 \,CH,Solothurn,Oensingen,Ravellenfluh,single find,stray findings (>1),typological,bronze age,LBA,HaB,238560,621574
2511,2238,103/18 \,CH,Solothurn,Oensingen,Ravellenfluh,single find,stray findings (>1),typological,bronze age,,,238450,621396
2512,2238,103/18 \,CH,Solothurn,Oensingen,Ravellenfluh,single find,stray findings (>1),typological,neolithic,LN,Horgen,238522,621687
2513,2239,103/17 \,CH,Solothurn,Oensingen,Ravellenfluh; am Fuss der,single find,single find STONE AXE,typological,neolithic,,,238123,620698
2514,2240,103/19 \,CH,Solothurn,Oensingen,Roggenfluh; am Südfuss der,single find,stray findings (>1),typological,prehistoric,,,239832,622069
2515,2241,104/88 \,CH,Solothurn,Olten,Born,settlement,settlement mineral soil,typological,neolithic,,,243071,634576
2516,2242,104/29 \,CH,Solothurn,Olten,Chatzenhubel,single find,stray findings (>1),typological,neolithic,,,244904,634691
2517,2243,104/90 \,CH,Solothurn,Olten,Chliholz B,single find,single find STONE AXE,typological,neolithic,,,244137,635761
2518,2244,104/32 \,CH,Solothurn,Olten,Dickenbännli,settlement,settlement mineral soil,typological,bronze age,,,245941,634883
2519,2244,104/32 \,CH,Solothurn,Olten,Dickenbännli,settlement,settlement mineral soil,typological,neolithic,EN,AC/SK,245569,634980
2520,2244,104/32 \,CH,Solothurn,Olten,Dickenbännli,settlement,settlement mineral soil,typological,neolithic,LN,Horgen,245971,635353
2521,2247,104/65 \,CH,Solothurn,Olten,Dünnern,single find,stray findings (>1),typological,bronze age,LBA,BzD|HaA,245044,635070
2522,2247,104/65 \,CH,Solothurn,Olten,Dünnern,single find,stray findings (>1),typological,bronze age,MBA,BzC,245397,635403
2523,2249,104/21 \,CH,Solothurn,Olten,Engi,NA,NA,typological,neolithic,,,243896,635831
2524,2250,104/45 \,CH,Solothurn,Olten,Fustligfeld A,single find,stray findings (>1),typological,neolithic,,,244842,636651
2525,2251,104/119 \,CH,Solothurn,Olten,Gösgerstrasse 12,single find,single find STONE AXE,typological,neolithic,,,245885,636406
2526,2252,104/196 \,CH,Solothurn,Olten,Graben,single find,stray findings (>1),typological,prehistoric,,,244996,635930
2527,2254,104/23 \,CH,Solothurn,Olten,Hard II; südlich von,single find,stray findings (>1),typological,prehistoric,,,245781,636467
2528,2255,104/83 \,CH,Solothurn,Olten,Hardchöpfli; Hardwald,single find,stray findings (>1),typological,neolithic,,,245550,637006
2529,2257,104/79 \,CH,Solothurn,Olten,Hardwald 2,single find,stray findings (>1),typological,prehistoric,,,245338,636531
2530,2259,104/78 \,CH,Solothurn,Olten,Hardwald 1,single find,stray findings (>1),typological,neolithic,,,245308,636484
2531,2260,104/85 \,CH,Solothurn,Olten,Hauptgasse 33,single find,single find STONE AXE,typological,neolithic,,,244627,635172
2532,2261,104/87 \,CH,Solothurn,Olten,Hueterhubel,settlement,settlement mineral soil,typological,bronze age,LBA,HaB,241595,635541
2533,2261,104/87 \,CH,Solothurn,Olten,Hueterhubel,settlement,settlement mineral soil,typological,neolithic,,,241872,635478
2534,2262,104/28 \,CH,Solothurn,Olten,Martin-Disteli-Strasse; vor Nr. 105-109,settlement,settlement mineral soil,typological,bronze age,,,244577,637016
2535,2262,104/28 \,CH,Solothurn,Olten,Martin-Disteli-Strasse; vor Nr. 105-109,settlement,settlement mineral soil,typological,neolithic,,,244985,637132
2536,2263,104/98 \,CH,Solothurn,Olten,Meisenhard,single find,stray findings (>1),typological,neolithic,,,245368,637244
2537,2264,104/109 \,CH,Solothurn,Olten,Ruppoldingen,single find,single find STONE AXE,typological,neolithic,,,241012,634643
2538,2265,104/220 \,CH,Solothurn,Olten,Rutigen D,single find,single find,typological,prehistoric,,,243593,635120
2539,2266,104/221 \,CH,Solothurn,Olten,Rutigen E,single find,stray findings (>1),typological,prehistoric,,,243327,635274
2540,2269,104/112 \,CH,Solothurn,Olten,Säliacker,single find,stray findings (>1),typological,neolithic,,,243871,636016
2541,2269,104/112 \,CH,Solothurn,Olten,Säliacker,single find,stray findings (>1),typological,bronze age,,,244053,635989
2542,2270,105/5 \,CH,Solothurn,Recherswil,Weiher,single find,single find,typological,bronze age,LBA,BzD|HaA,223962,613937
2543,2271,106/9 \,CH,Solothurn,Rickenbach,Au,single find,single find STONE AXE,typological,neolithic,,,243940,631978
2544,2272,106/1 \,CH,Solothurn,Rickenbach,Bornfeld,single find,stray findings (>1),typological,prehistoric,,,242615,633475
2545,2273,106/16 \,CH,Solothurn,Rickenbach,Brunnmatt,single find,stray findings (>1),typological,prehistoric,,,243228,632460
2546,2274,106/2 \,CH,Solothurn,Rickenbach,Büntenrain,single find,stray findings (>1),typological,prehistoric,,,243984,631793
2547,2275,106/13 \,CH,Solothurn,Rickenbach,Cherlifeld,single find,stray findings (>1),typological,prehistoric,,,243963,631241
2548,2276,106/6 \,CH,Solothurn,Rickenbach,Dorfstrasse 78-80,single find,single find,typological,prehistoric,,,243839,631683
2549,2277,106/3 \,CH,Solothurn,Rickenbach,Kambersweid,settlement,settlement mineral soil,typological,neolithic,,,243738,631616
2550,2278,106/15 \,CH,Solothurn,Rickenbach,Mülimatten,single find,stray findings (>1),typological,prehistoric,,,243557,632602
2551,2279,106/5 \,CH,Solothurn,Rickenbach,Solothurnerstrasse,settlement,settlement mineral soil,typological,neolithic,,,243625,632175
2552,2280,106/10 \,CH,Solothurn,Rickenbach,Steckenberg,single find,single find STONE AXE,typological,neolithic,,,244434,631622
2553,2281,107/3 \,CH,Solothurn,Riedholz,Hübeli,single find,stray findings (>1),typological,neolithic,,,231235,610932
2554,2282,107/1 \,CH,Solothurn,Riedholz,Vögelisholz,single find,single find,typological,bronze age,,,230595,610622
2555,2283,110/7 \,CH,Solothurn,Rüttenen,Franzoseneinschlag,settlement,settlement mineral soil,typological,neolithic,,,231141,608078
2556,2284,110/17 \,CH,Solothurn,Rüttenen,Kreuzen,single find,single find,typological,neolithic,,,230315,608251
2557,2285,110/18 \,CH,Solothurn,Rüttenen,Martinsfluh,single find,single find,typological,bronze age,,,231047,608297
2558,2286,110/9 \,CH,Solothurn,Rüttenen,Stiegenlos,settlement,settlement abri/cave,typological,bronze age,,,233044,606287
2559,2287,110/10 \,CH,Solothurn,Rüttenen,Verenaschlucht,settlement,settlement abri/cave,typological,neolithic,,,230762,607896
2560,2288,111/4 \,CH,Solothurn,Schnottwil,Bergäckern; Weiher bei den,single find,single find STONE AXE,typological,neolithic,,,218408,596659
2561,2289,112/1 \,CH,Solothurn,Schönenwerd,Schule; Schulgarten; Kirchhubel,settlement,settlement mineral soil,typological,bronze age,,,247742,643329
2562,2289,112/1 \,CH,Solothurn,Schönenwerd,Schule; Schulgarten; Kirchhubel,settlement,settlement mineral soil,typological,neolithic,LN,Horgen,247086,643219
2563,2289,112/1 \,CH,Solothurn,Schönenwerd,Schule; Schulgarten; Kirchhubel,settlement,settlement mineral soil,typological,neolithic,,,247319,643459
2564,2292,113/31 \,CH,Solothurn,Seewen,Beckelried,single find,single find,typological,bronze age,LBA,,253371,615865
2565,2293,113/22 \,CH,Solothurn,Seewen,Dummeten; nördlich von,single find,stray findings (>1),typological,neolithic,,,255499,616112
2566,2294,113/1 \,CH,Solothurn,Seewen,See,single find,single find STONE AXE,typological,neolithic,,,253658,615964
2567,2295,113/21 \,CH,Solothurn,Seewen,Spalen,single find,stray findings (>1),typological,neolithic,,,255022,616562
2568,2296,115/41 \,CH,Solothurn,Solothurn,Hauptgasse 42,single find,stray findings (>1),typological,bronze age,,,228847,607620
2569,2297,115/60 \,CH,Solothurn,Solothurn,Katharinenbach; Ausfluss in die Aare ?,single find,single find STONE AXE,typological,neolithic,,,229123,609007
2570,2298,115/140 \,CH,Solothurn,Solothurn,Reformierte Kirche (ehemalige),single find,single find STONE AXE,typological,neolithic,,,229313,608150
2571,2299,115/226 \,CH,Solothurn,Solothurn,Steingruben,single find,single find STONE AXE,typological,neolithic,,,230590,607418
2572,2300,116/1 \,CH,Solothurn,Starrkirch-Will,Burschrain,single find,stray findings (>1),typological,prehistoric,,,244073,638037
2573,2301,116/2 \,CH,Solothurn,Starrkirch-Will,Choliweid,single find,stray findings (>1),typological,neolithic,,,244605,637465
2574,2302,116/3 \,CH,Solothurn,Starrkirch-Will,Eich,single find,single find STONE AXE,typological,neolithic,,,245660,637375
2575,2304,116/5 \,CH,Solothurn,Starrkirch-Will,Müliloch; Refugium,settlement,settlement abri/cave,typological,neolithic,,,243757,637517
2576,2305,116/14 \,CH,Solothurn,Starrkirch-Will,Müliloch; Mühleloch,settlement,settlement abri/cave,typological,bronze age,MBA,,243547,636659
2577,2305,116/14 \,CH,Solothurn,Starrkirch-Will,Müliloch; Mühleloch,settlement,settlement abri/cave,typological,neolithic,,,243826,636686
2578,2306,116/7 \,CH,Solothurn,Starrkirch-Will,Sälischlössli; unterhalb,single find,stray findings (>1),typological,neolithic,,,243454,636773
2579,2307,118/2 \,CH,Solothurn,Stüsslingen,Alte Kirche und Friedhof,single find,single find STONE AXE,typological,neolithic,,,248629,640528
2580,2308,118/6 \,CH,Solothurn,Stüsslingen,Bol,single find,stray findings (>1),typological,prehistoric,,,249713,641463
2581,2309,118/5 \,CH,Solothurn,Stüsslingen,Gerbet,single find,stray findings (>1),typological,prehistoric,,,249971,640197
2582,2310,118/7 \,CH,Solothurn,Stüsslingen,Gheid,single find,stray findings (>1),typological,neolithic,,,248751,639742
2583,2311,118/10 \,CH,Solothurn,Stüsslingen,Moosmatten,single find,stray findings (>1),typological,prehistoric,,,250362,641285
2584,2312,120/9 \,CH,Solothurn,Trimbach,Baselbieter; beim Restaurant,single find,stray findings (>1),typological,bronze age,,,246994,634650
2585,2313,120/32 \,CH,Solothurn,Trimbach,Brüelmattschulhaus,single find,stray findings (>1),typological,bronze age,MBA,BzC,246672,635233
2586,2314,120/2 \,CH,Solothurn,Trimbach,Chutzenflue,single find,stray findings (>1),typological,neolithic,,,246257,634631
2587,2315,120/20 \,CH,Solothurn,Trimbach,Dickenbännli; Nordabhang des,single find,stray findings (>1),typological,prehistoric,,,246344,635354
2588,2316,120/8 \,CH,Solothurn,Trimbach,Dickenbännli; Nordfuss des,single find,single find,typological,bronze age,EBA,BzA2,246150,634740
2589,2317,120/14 \,CH,Solothurn,Trimbach,Frohburg,settlement,settlement mineral soil,typological,bronze age,LBA,,248004,634689
2590,2317,120/14 \,CH,Solothurn,Trimbach,Frohburg,settlement,settlement mineral soil,typological,bronze age,MBA,,248301,634658
2591,2317,120/14 \,CH,Solothurn,Trimbach,Frohburg,settlement,settlement mineral soil,typological,neolithic,EN,AC/SK,248591,634435
2592,2317,120/14 \,CH,Solothurn,Trimbach,Frohburg,settlement,settlement mineral soil,typological,neolithic,LN,Horgen,248154,634554
2593,2318,120/34 \,CH,Solothurn,Trimbach,Gassacker,single find,stray findings (>1),typological,prehistoric,,,246723,636162
2594,2319,120/16 \,CH,Solothurn,Trimbach,Hegiberg,single find,stray findings (>1),typological,neolithic,,,247182,634784
2595,2320,120/7 \,CH,Solothurn,Trimbach,Hochgasse,single find,stray findings (>1),typological,bronze age,LBA,HaA|B,246726,633957
2596,2320,120/7 \,CH,Solothurn,Trimbach,Hochgasse,single find,stray findings (>1),typological,bronze age,,,246984,634560
2597,2320,120/7 \,CH,Solothurn,Trimbach,Hochgasse,single find,stray findings (>1),typological,neolithic,,,246935,634539
2598,2321,120/17 \,CH,Solothurn,Trimbach,Holzacker,single find,stray findings (>1),typological,neolithic,,,247347,635348
2599,2322,120/18 \,CH,Solothurn,Trimbach,Kirchfeldstrasse,settlement,settlement mineral soil,typological,bronze age,MBA,BzC,246778,635048
2600,2323,120/37 \,CH,Solothurn,Trimbach,Limacker,single find,stray findings (>1),typological,prehistoric,,,246684,635984
2601,2324,120/23 \,CH,Solothurn,Trimbach,Mühlemattschulhaus; beim,settlement,settlement mineral soil,typological,bronze age,MBA,,246914,635547
2602,2325,120/33 \,CH,Solothurn,Trimbach,Nesselgraben,single find,single find,typological,neolithic,,,247184,635120
2603,2326,120/13 \,CH,Solothurn,Trimbach,Ref. Kirche u. Friedhof,single find,stray findings (>1),typological,prehistoric,,,246779,635954
2604,2327,120/21 \,CH,Solothurn,Trimbach,Rintel,settlement,settlement mineral soil,typological,bronze age,,,247315,633640
2605,2328,120/5 \,CH,Solothurn,Trimbach,Trimbacher-Brücke; bei der,settlement,settlement mineral soil,typological,neolithic,,,245870,635849
2606,2329,120/4 \,CH,Solothurn,Trimbach,Wernli; Biskuitfabrik,single find,single find,typological,bronze age,,,246504,635547
2607,2330,123/16 \,CH,Solothurn,Walterswil,Bifang,single find,stray findings (>1),typological,prehistoric,,,241627,639436
2608,2331,123/17 \,CH,Solothurn,Walterswil,Fuchsacker,single find,stray findings (>1),typological,prehistoric,,,241657,639477
2609,2332,123/3 \,CH,Solothurn,Walterswil,Höli,single find,stray findings (>1),typological,neolithic,,,243866,641450
2610,2333,123/14 \,CH,Solothurn,Walterswil,Lischmatt,single find,stray findings (>1),typological,prehistoric,,,242318,640965
2611,2334,123/15 \,CH,Solothurn,Walterswil,Münchisberg,single find,stray findings (>1),typological,bronze age,LBA,HaB,242461,640864
2612,2335,123/1 \,CH,Solothurn,Walterswil,Sandhogerwäldli,single find,stray findings (>1),typological,neolithic,,,242473,640996
2613,2336,123/4 \,CH,Solothurn,Walterswil,Stierenweid,single find,stray findings (>1),typological,neolithic,,,243148,641646
2614,2337,123/18 \,CH,Solothurn,Walterswil,Stöck,single find,single find,typological,neolithic,,,241492,639552
2615,2338,124/1 \,CH,Solothurn,Wangen bei Olten,Banacker,settlement,settlement mineral soil,typological,neolithic,,,245123,632336
2616,2338,124/1 \,CH,Solothurn,Wangen bei Olten,Banacker,settlement,settlement mineral soil,typological,bronze age,LBA,,244639,632134
2617,2339,124/19 \,CH,Solothurn,Wangen bei Olten,Dorfstrasse 255,burial place,grave abri/cave,14-C,neolithic,LN,,244525,634424
2618,2340,124/23 \,CH,Solothurn,Wangen bei Olten,Gheid,single find,stray findings (>1),typological,neolithic,,,244289,634533
2619,2341,124/5 \,CH,Solothurn,Wangen bei Olten,Heidenstübeli,burial place,grave abri/cave,typological,bronze age,,,244978,632604
2620,2342,124/7 \,CH,Solothurn,Wangen bei Olten,Kleinwangen,burial place,grave group (>1<10),typological,bronze age,LBA,,243575,633631
2621,2343,124/22 \,CH,Solothurn,Wangen bei Olten,Zelgliacker,single find,stray findings (>1),typological,neolithic,,,243075,633839
2622,2344,127/25 \,CH,Solothurn,Winznau,Balmis,single find,stray findings (>1),typological,prehistoric,,,247134,637482
2623,2345,127/22 \,CH,Solothurn,Winznau,Finsterloch,single find,stray findings (>1),typological,prehistoric,,,247283,636814
2624,2346,127/2 \,CH,Solothurn,Winznau,Gruebacher; westlich,single find,stray findings (>1),typological,neolithic,,,247069,637899
2625,2347,127/5 \,CH,Solothurn,Winznau,Hölzli,settlement,settlement abri/cave,typological,bronze age,,,247133,637304
2626,2347,127/5 \,CH,Solothurn,Winznau,Hölzli,settlement,settlement abri/cave,typological,neolithic,,,247121,636672
2627,2348,127/6 \,CH,Solothurn,Winznau,Käsloch,settlement,settlement abri/cave,typological,bronze age,,,246976,637779
2628,2348,127/6 \,CH,Solothurn,Winznau,Käsloch,settlement,settlement abri/cave,typological,neolithic,LN,Horgen,246935,636944
2629,2349,127/23 \,CH,Solothurn,Winznau,Neufeld,single find,stray findings (>1),typological,neolithic,,,247412,637918
2630,2350,127/8 \,CH,Solothurn,Winznau,Neumattweg 256,settlement,settlement mineral soil,typological,neolithic,,,246479,638000
2631,2351,127/11 \,CH,Solothurn,Winznau,Oberfeld,single find,stray findings (>1),typological,neolithic,,,246667,636777
2632,2352,127/12 \,CH,Solothurn,Winznau,Stellichopf,single find,stray findings (>1),typological,neolithic,,,247819,635639
2633,2354,127/21 \,CH,Solothurn,Winznau,Zwing,single find,stray findings (>1),typological,prehistoric,,,247071,638377
2634,2355,129/9 \,CH,Solothurn,Witterswil,Ebni 1,single find,stray findings (>1),typological,neolithic,,,260900,606216
2635,2356,130/2 \,CH,Solothurn,Wolfwil,Mattenhof; südöstlich des,single find,single find STONE AXE,typological,neolithic,,,235849,628559
2636,2357,131/8 \,CH,Solothurn,Zuchwil,Emmenschachen,single find,single find,typological,bronze age,LBA,BzD|HaA,229054,610916
2637,2358,131/1 \,CH,Solothurn,Zuchwil,Kiesgrube am Emmenrand,single find,single find,typological,bronze age,MBA,BzC,228258,611165
2638,2359,131/10 \,CH,Solothurn,Zuchwil,Kiesgrube an der Emme,single find,single find,typological,bronze age,LBA,BzD|HaA,228460,610895
2639,2360,131/26 \,CH,Solothurn,Zuchwil,Kiesgrube gegen Derendingen,single find,single find,typological,bronze age,LBA,BzD|HaA,228328,611356
2640,2361,132/3 \,CH,Solothurn,Zullwil,Portifluh,single find,stray findings (>1),typological,bronze age,LBA,HaA|B,248372,613815
2641,2361,132/3 \,CH,Solothurn,Zullwil,Portifluh,single find,stray findings (>1),typological,bronze age,,,248713,613590
2642,2362,,CH,Fribourg,Arconciel,Saaneufer,single find,single find,typological,bronze age,LBA,BzD,178290,576076
2643,2363,,CH,Fribourg,Arconciel,Vers les Châteaux,single find,stray findings (>1),typological,bronze age,LBA,,177489,575136
2644,2367,,CH,Fribourg,Broc,Châtel-sur-Montsalvens,burial place,grave group (>1<10),typological,bronze age,EBA,,162121,576163
2645,2368,,CH,Fribourg,Broc,Les Marches / Les Eterpas,single find,single find,typological,bronze age,LBA,HaB,160837,574725
2646,2373,,CH,Fribourg,Echarlens,Everdes,single find,single find,typological,neolithic,,,167886,573422
2647,2382,,CH,Fribourg,Gumefens,Pra d'Auge,single find,stray findings (>1),typological,bronze age,,,169565,573669
2648,2383,438.003. \,CH,Bern,Hilterfingen,Im Äbnit / Tannenbühlstrasse 38,burial place,grave single,14-C,bronze age,EBA,BzA2,176461,618174
2649,2384,438.001. \,CH,Bern,Hilterfingen,Schlosspark Hünegg,burial place,grave single,14-C,bronze age,EBA,BzA2,176974,616551
2650,2385,2222,CH,Fribourg,Illens,"Le Château, Abri du Chamois",settlement,settlement abri/cave,14-C,bronze age,LBA,,177161,575856
2651,2386,,CH,Fribourg,La Roche,Le Villaret,single find,stray findings (>1),typological,bronze age,LBA,,171836,576233
2652,2392,443.000. \,CH,Bern,Oberhofen,Längeschache,single find,single find,typological,bronze age,,,175220,619308
2653,2393,337.006. \,CH,Bern,Oberwil i.S.,Mamilchloch,settlement,settlement abri/cave,typological,bronze age,LBA,,168986,601531
2654,2394,337.009. \,CH,Bern,Oberwil i.S.,Schlüfloch,settlement,settlement abri/cave,typological,bronze age,LBA,BzD|HaA,169580,601780
2655,2395,337.001. \,CH,Bern,Oberwil i.S.,Schnurreloch / Gsässfluh,settlement,settlement abri/cave,typological,bronze age,,,169004,601565
2656,2406,346.000. \,CH,Bern,Schattenhalb,Kirchetpass / Kirchet,single find,single find,typological,bronze age,LBA,,174471,659763
2657,2407,,CH,Fribourg,Senèdes,La Tourbière,single find,stray findings (>1),typological,bronze age,MBA,,176986,578574
2658,2408,,CH,Fribourg,Senèdes,La Tourbière,single find,single find STONE AXE,typological,neolithic,,,177813,578894
2659,2414,339.007.2 \,CH,Bern,Spiez,Chrattiggrabe,single find,single find,typological,bronze age,EBA,BzA2,169075,621785
2660,2415,339.005. \,CH,Bern,Spiez,Holeeweg,settlement,settlement mineral soil,typological,neolithic,UN,Cortaillod,174128,615953
2661,2415,339.005. \,CH,Bern,Spiez,Holeeweg,settlement,settlement mineral soil,typological,neolithic,,,174411,615274
2662,2416,339.010.1. \,CH,Bern,Spiez,St. Columban,burial place,grave group (>1<10),typological,bronze age,EBA,BzA2,170357,620717
2663,2417,450.001. \,CH,Bern,Thierachern,Lerchmatt / Gweerdi / Ueltschenacher,single find,stray findings (>1),typological,bronze age,,,177250,610263
2664,2418,450.001. \,CH,Bern,Thierachern,Schmidmoos,single find,single find STONE AXE,typological,neolithic,,,177543,610469
2665,2419,451.002.2 \,CH,Bern,Thun,undef.,single find,stray findings (>1),typological,prehistoric,,,175485,613748
2666,2420,451.000. \,CH,Bern,Thun,Allmendingen,single find,single find,typological,bronze age,LBA,BzD,176877,612577
2667,2421,451.002.1 \,CH,Bern,Thun,Renzenbühl / Strättligen,single find,single find,typological,bronze age,,,175854,613607
2668,2422,448.000. \,CH,Bern,Thun,Thun-Umgebung,single find,single find,typological,bronze age,MBA,BzC,179583,613394
2669,2423,451.000. \,CH,Bern,Thun,Thuner Allmend / altes Kanderbett,single find,single find,typological,bronze age,LBA,,177808,612049
2670,2425,,CH,Aargau,Aarburg,Hueterhubel,single find,single find,typological,neolithic,,,241968,634910
2671,2428,,CH,Luzern,Alberswil,Eiholz,single find,single find,typological,neolithic,,,224097,642552
2672,2433,375; 469 \ 601,CH,Luzern,Altishofen,Eichbüel,single find,stray findings (>1),typological,neolithic,,,229327,640399
2673,2434,,CH,Bern,Amsoldingen,Hummlere,single find,single find STONE AXE,typological,neolithic,,,175568,611627
2674,2438,,CH,Fribourg,Arconciel,La Souche,settlement,settlement mineral soil,14-C,neolithic,,,179486,575998
2675,2441,,CH,Fribourg,Autavaux,Limite,settlement,settlement lakeshore,typological,neolithic,,,191638,556952
2676,2442,,CH,Fribourg,Autavaux,Rives du Lac,settlement,settlement lakeshore,typological,neolithic,,,191969,557029
2677,2444,,CH,Neuchâtel,Auvernier,Les Graviers T. Tram-Gaz,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,203012,557316
2678,2446,,CH,Fribourg,Bas-Vully,Gor,single find,stray findings (>1),typological,neolithic,,,202640,575940
2679,2447,,CH,Fribourg,Bas-Vully,Praz,settlement,settlement lakeshore,typological,bronze age,LBA,,200381,574724
2680,2447,,CH,Fribourg,Bas-Vully,Praz,settlement,settlement lakeshore,typological,neolithic,,,201190,574336
2681,2454,,CH,Solothurn,Bellach,undef.,single find,single find,typological,neolithic,,,229663,605505
2682,2455,,CH,Vaud,Bellerive,La Battue,settlement,settlement lakeshore,typological,neolithic,,,197421,570174
2683,2465,,CH,Neuchâtel,Bevaix,Les Maladières,settlement,settlement mineral soil,14-C,neolithic,,,196975,552642
2684,2466,,CH,Neuchâtel,Bevaix,Les Murdines,single find,single find,typological,neolithic,EN,GBK,199057,553130
2685,2471,,CH,Solothurn,Bolken,Längacker III,single find,single find,typological,neolithic,,,227937,617647
2686,2472,,CH,Solothurn,Bolken,Längacker II,single find,single find,typological,neolithic,,,228318,617281
2687,2473,,CH,Solothurn,Bolken,Längacker IV,single find,single find,typological,neolithic,,,228349,617308
2688,2474,,CH,Solothurn,Bolken,Schoracker,single find,single find,typological,neolithic,,,227911,617260
2689,2475,,CH,Solothurn,Bolken,Seematte V,single find,single find,typological,neolithic,,,228491,617890
2690,2476,,CH,Bern,Bolligen,Bottis Grab,ritual place,menhir alignment (>1),NA,prehistoric,,,205381,604113
2691,2482,,CH,Bern,Busswil b.B.,Bärglimatten,single find,single find,typological,neolithic,,,217255,591573
2692,2485,,CH,Vaud,Chevroux,undef.,single find,single find STONE AXE,typological,neolithic,,,193816,559463
2693,2486,,CH,Fribourg,Cheyres,En Tivoli,settlement,settlement lakeshore,typological,neolithic,UN,Cortaillod,186474,551296
2694,2487,2010,CH,Fribourg,Cheyres,Roche Burnin 1 et 2,single find,stray findings (>1),typological,neolithic,,,184347,552321
2695,2490,,CH,Fribourg,Cormagens,undef.,settlement,settlement mineral soil,typological,neolithic,,,187972,577185
2696,2491,,CH,Neuchâtel,Cornaux,Les Sauges,NA,NA,14-C,neolithic,LN,,209425,570033
2697,2493,,CH,Fribourg,Courgevaux,Les Mottes,single find,stray findings (>1),typological,neolithic,,,195461,574223
2698,2493,,CH,Fribourg,Courgevaux,Les Mottes,single find,stray findings (>1),typological,bronze age,,,195541,574120
2699,2494,,CH,Fribourg,Cugy,Le Trembley,single find,single find,typological,neolithic,,,187155,557802
2700,2494,,CH,Fribourg,Cugy,Le Trembley,single find,single find,typological,bronze age,,,187229,558339
2701,2495,,CH,Fribourg,Düdingen,Birch,settlement,settlement mineral soil,14-C,neolithic,UN,Cortaillod,189715,581985
2702,2497,,CH,Solothurn,Egerkingen,Ramelenfluh,settlement,settlement mineral soil,typological,neolithic,LN,Horgen,242267,627027
2703,2498,,CH,Luzern,Eich,Dorf,settlement,settlement lakeshore,typological,bronze age,EBA,,222800,655688
2704,2498,,CH,Luzern,Eich,Dorf,settlement,settlement lakeshore,typological,neolithic,,,222589,656361
2705,2499,5(B)6,CH,Aargau,Erlinsbach,Trompeter,single find,stray findings (>1),typological,neolithic,,,250237,644257
2706,2501,,CH,Fribourg,Estavayer-le-Lac,Les Etangs,settlement,settlement lakeshore,typological,neolithic,,,188526,554318
2707,2502,\ 105,CH,Luzern,Ettiswil,Brestenegg-Mööslimatten,single find,single find STONE AXE,typological,neolithic,,,221738,645136
2708,2504,,CH,Vaud,Faoug,Pâquier-aux-Oies,settlement,settlement lakeshore,typological,neolithic,,,195388,571737
2709,2507,1814 \,CH,Luzern,Fischbach,Steinacker 3,single find,single find STONE AXE,typological,neolithic,,,223277,636416
2710,2511,,CH,Fribourg,Galmiz,Le Chablais I,settlement,settlement lakeshore,typological,neolithic,,,201252,577101
2711,2513,,CH,Fribourg,Galmiz,Le Môle,settlement,settlement lakeshore,typological,bronze age,LBA,,200325,579068
2712,2514,,CH,Bern,Gals,Grissenmatte,single find,single find,typological,neolithic,LN,,209073,569475
2713,2515,,CH,Genève,Genève,Pâquis C,settlement,settlement lakeshore,typological,neolithic,,,119455,501999
2714,2517,,CH,Fribourg,Gletterens,Pré de Riva,settlement,settlement lakeshore,dendro & 14-C,neolithic,UN,Cortaillod,195830,562065
2715,2518,,CH,Luzern,Gunzwil,Landessender / Chommlermoos,settlement,settlement mineral soil,typological,neolithic,,,228781,656176
2716,2519,,CH,Solothurn,Härkingen,Hubel,settlement,settlement mineral soil,typological,neolithic,,,239468,628876
2717,2520,,CH,Fribourg,Haut-Vully,Le Rondet / Neuhof,settlement,settlement lakeshore,typological,neolithic,LN,Horgen,202636,572651
2718,2521,,CH,Neuchâtel,Hauterive,Fôret de Champréveyres,settlement,settlement lakeshore,typological,neolithic,,,206824,564890
